lat_cell,lon_cell,continent,year,n_rec,S_obs,S_rare10
4.8,-76.0,america,2023,1,1,
5.0,-75.7,america,2023,4,3,
31.1,-94.4,america,2023,1,2,
6.4,-75.4,america,2023,1,1,
-22.9,-46.1,america,2024,1,2,
30.4,-84.2,america,2025,1,1,
39.2,-80.1,america,2023,7,3,
31.3,-109.6,america,2023,1,1,
29.7,-81.3,america,2023,3,3,
5.1,-52.7,america,2023,2,2,
-32.2,-52.2,america,2023,1,1,
31.8,-86.7,america,2024,1,3,
30.0,-90.1,america,2024,1,1,
4.7,-52.4,america,2024,1,1,
30.4,-84.0,america,2024,2,1,
38.0,-103.5,america,2024,1,3,
32.7,-116.8,america,2023,1,1,
19.3,-99.3,america,2023,6,11,
-23.8,-46.2,america,2023,1,3,
3.2,-74.4,america,2023,1,1,
7.7,-80.9,america,2024,5,4,
-13.7,-64.9,america,2023,1,2,
-13.3,-72.2,america,2024,1,1,
-21.3,-61.7,america,2023,4,5,
32.7,-114.7,america,2023,6,4,
-22.6,-59.3,america,2023,1,1,
-1.0,-75.5,america,2025,4,10,
-13.7,-56.5,america,2024,1,2,
-24.0,-45.5,america,2025,1,1,
4.0,-73.4,america,2024,1,1,
-22.6,-52.9,america,2023,1,1,
32.1,-81.1,america,2024,1,7,
-22.4,-42.9,america,2025,3,6,
46.8,-120.9,america,2024,4,6,
61.0,-149.9,america,2023,1,1,
34.3,-118.5,america,2025,1,5,
-22.8,-45.7,america,2025,1,2,
34.0,-118.3,america,2024,6,5,
47.9,-122.9,america,2023,1,2,
48.6,-72.4,america,2025,1,1,
35.6,-76.6,america,2025,1,1,
37.4,-106.2,america,2024,1,1,
0.3,-78.2,america,2024,1,1,
-31.9,-58.4,america,2024,1,1,
-24.1,-47.1,america,2024,1,3,
43.8,-87.8,america,2023,1,3,
40.1,-105.2,america,2023,4,3,
45.7,-74.0,america,2024,3,3,
-21.7,-62.5,america,2023,1,1,
35.4,-119.0,america,2025,1,3,
-11.0,-69.6,america,2025,1,1,
23.2,-106.5,america,2024,2,2,
7.3,-72.7,america,2023,1,1,
11.4,-69.6,america,2024,4,4,
-0.8,-90.4,america,2024,1,2,
-33.7,-71.6,america,2023,2,2,
-33.9,-70.0,america,2023,4,4,
26.6,-79.0,america,2024,2,2,
34.2,-119.3,america,2024,1,2,
-24.6,-65.4,america,2024,5,5,
-17.0,-65.4,america,2025,1,1,
-8.0,-35.3,america,2024,1,1,
5.9,-74.7,america,2023,1,2,
-18.2,-63.9,america,2023,1,3,
16.2,-95.1,america,2024,7,10,
6.0,-71.4,america,2023,1,1,
-34.9,-71.5,america,2023,1,2,
4.7,-52.3,america,2024,1,1,
34.3,-87.4,america,2024,1,1,
47.6,-70.2,america,2023,1,1,
43.1,-73.0,america,2023,1,1,
45.9,-86.8,america,2024,1,1,
47.5,-121.8,america,2023,1,3,
44.5,-75.3,america,2024,1,1,
-12.6,-70.2,america,2025,2,1,
48.7,-79.3,america,2023,2,6,
15.3,-90.4,america,2025,1,1,
41.8,-100.5,america,2023,1,1,
31.3,-109.1,america,2023,1,1,
40.5,-107.1,america,2024,9,7,
46.3,-84.1,america,2025,1,1,
41.8,-100.5,america,2024,10,2,2.0
43.7,-102.1,america,2024,1,1,
-33.5,-71.0,america,2025,3,4,
38.7,-84.6,america,2024,1,1,
16.1,-96.6,america,2025,3,2,
40.4,-106.9,america,2023,1,2,
44.2,-123.6,america,2024,1,1,
40.7,-91.1,america,2023,3,2,
35.9,-79.0,america,2025,1,1,
49.3,-123.0,america,2023,2,2,
64.9,-146.7,america,2024,1,2,
36.5,-76.3,america,2024,1,1,
46.0,-121.4,america,2023,1,1,
43.7,-91.7,america,2025,1,1,
-16.8,-49.2,america,2024,1,1,
-32.9,-70.2,america,2023,1,1,
44.4,-68.0,america,2023,2,1,
-36.8,-73.3,america,2024,1,5,
55.2,-127.7,america,2023,1,1,
-3.7,-73.3,america,2023,1,1,
48.1,-122.6,america,2023,1,1,
47.7,-122.1,america,2025,1,1,
48.2,-122.6,america,2023,2,1,
40.5,-107.1,america,2025,2,4,
41.0,-75.8,america,2023,1,1,
-14.6,-61.7,america,2024,1,1,
19.5,-99.2,america,2024,2,2,
20.2,-103.2,america,2023,1,1,
43.2,-123.5,america,2023,1,1,
4.5,-74.4,america,2024,1,1,
-0.1,-78.6,america,2024,1,2,
-2.9,-79.2,america,2024,4,3,
-0.9,-90.1,america,2023,1,1,
-26.0,-48.7,america,2024,2,2,
38.5,-76.1,america,2024,1,1,
59.6,-151.6,america,2023,3,2,
44.8,-93.3,america,2023,1,1,
8.7,-78.5,america,2023,3,4,
-1.2,-78.8,america,2023,1,1,
4.4,-73.5,america,2024,4,4,
-15.2,-39.4,america,2025,4,2,
10.0,-84.3,america,2024,4,2,
9.7,-83.1,america,2024,2,10,
10.8,-84.8,america,2024,1,1,
5.2,-74.8,america,2023,1,1,
25.5,-100.3,america,2025,1,2,
11.4,-69.5,america,2024,2,2,
-34.1,-59.2,america,2024,1,1,
-34.7,-54.3,america,2023,1,1,
38.8,-106.2,america,2024,1,1,
-52.7,-70.8,america,2023,2,1,
-14.3,-65.0,america,2025,2,2,
-53.4,-68.5,america,2023,1,1,
-17.4,-56.8,america,2023,7,6,
-52.8,-71.1,america,2023,1,1,
32.2,-109.9,america,2024,7,3,
5.3,-75.2,america,2024,1,1,
-12.9,-71.4,america,2025,1,1,
36.5,-105.3,america,2025,1,1,
6.1,-67.6,america,2024,1,1,
29.8,-104.4,america,2024,1,2,
47.0,-124.1,america,2025,1,1,
39.1,-107.3,america,2023,1,1,
48.0,-123.6,america,2025,2,2,
-25.2,-49.3,america,2024,1,1,
-38.9,-73.4,america,2024,1,1,
39.0,-120.6,america,2025,3,3,
14.2,-88.1,america,2023,1,1,
8.6,-83.7,america,2024,3,3,
18.4,-70.6,america,2023,1,1,
48.0,-123.8,america,2025,6,6,
3.8,-76.5,america,2023,1,1,
-41.5,-72.9,america,2023,1,1,
21.5,-88.0,america,2023,1,1,
-51.3,-73.0,america,2025,1,1,
46.2,-86.1,america,2025,1,2,
-39.8,-71.5,america,2024,2,3,
-52.8,-69.3,america,2023,3,3,
5.1,-74.9,america,2023,2,2,
-0.5,-77.9,america,2024,1,1,
10.8,-68.4,america,2024,4,4,
5.3,-75.2,america,2023,1,1,
6.7,-75.2,america,2023,1,1,
10.5,-66.9,america,2025,1,1,
41.5,-93.3,america,2023,1,1,
11.1,-69.7,america,2024,1,1,
9.6,-84.7,america,2023,1,1,
32.0,-109.1,america,2024,3,2,
29.3,-98.5,america,2024,1,3,
-1.3,-48.4,america,2024,1,1,
35.2,-76.6,america,2024,2,1,
37.5,-94.5,america,2025,4,7,
42.2,-84.2,america,2025,1,2,
15.7,-96.7,america,2024,1,2,
39.3,-75.9,america,2023,1,2,
6.5,-57.9,america,2025,3,7,
34.0,-98.8,america,2023,1,2,
47.2,-92.8,america,2023,1,1,
5.7,-54.0,america,2023,3,3,
48.8,-79.4,america,2024,1,1,
18.1,-66.4,america,2023,2,1,
27.8,-97.1,america,2023,3,2,
26.1,-97.2,america,2023,2,1,
29.4,-94.7,america,2024,1,1,
8.9,-79.6,america,2024,1,1,
21.3,-99.1,america,2025,1,2,
7.5,-80.1,america,2025,1,1,
42.8,-73.8,america,2023,2,1,
44.1,-103.9,america,2024,1,8,
-22.8,-45.6,america,2023,3,1,
19.6,-155.4,america,2024,1,5,
10.7,-61.3,america,2024,1,1,
53.4,-113.8,america,2023,2,1,
39.9,-105.2,america,2023,3,3,
1.5,-76.6,america,2025,1,1,
-15.6,-56.1,america,2025,1,1,
-12.1,-77.2,america,2024,1,1,
10.3,-66.7,america,2024,1,1,
3.8,-71.4,america,2024,1,1,
-23.8,-46.4,america,2023,1,1,
-1.2,-77.8,america,2024,1,5,
40.3,-121.9,america,2025,1,2,
45.4,-71.3,america,2024,1,4,
-14.9,-58.7,america,2024,2,4,
52.4,-114.0,america,2023,1,1,
48.9,-122.5,america,2025,1,8,
45.3,-73.4,america,2025,2,3,
22.4,-81.5,america,2024,1,1,
-27.9,-64.2,america,2024,1,2,
42.9,-111.4,america,2023,2,2,
19.2,-104.8,america,2025,6,17,
30.1,-93.4,america,2024,1,2,
-19.1,-47.4,america,2024,1,7,
21.8,-102.8,america,2023,1,6,
34.7,-82.1,america,2024,1,2,
34.0,-84.8,america,2024,1,2,
54.3,-113.1,america,2023,2,5,
55.5,-127.8,america,2023,1,9,
-15.5,-47.9,america,2024,4,13,
39.8,-75.3,america,2025,1,2,
32.9,-111.6,america,2025,2,7,
32.5,-111.5,america,2025,1,2,
53.6,-106.1,america,2023,2,7,
17.9,-66.9,america,2025,2,2,
37.8,-119.5,america,2023,1,2,
52.3,-112.8,america,2023,1,1,
44.0,-123.1,america,2024,1,2,
16.0,-96.5,america,2023,2,11,
41.7,-111.9,america,2025,1,3,
5.6,-74.8,america,2024,4,15,
18.2,-70.6,america,2023,1,1,
43.0,-89.0,america,2024,1,2,
37.1,-122.2,america,2023,1,1,
-33.1,-71.0,america,2024,2,2,
-27.5,-55.7,america,2023,2,4,
26.6,-81.9,america,2023,1,15,
30.5,-96.3,america,2024,1,1,
30.3,-81.6,america,2024,1,2,
45.7,-111.1,america,2023,1,8,
41.6,-83.5,america,2025,2,15,
37.6,-118.8,america,2023,1,4,
-33.9,-71.0,america,2024,1,5,
63.2,-147.9,america,2025,1,7,
44.1,-70.2,america,2023,1,6,
19.9,-155.9,america,2024,1,2,
32.9,-111.9,america,2025,1,1,
20.9,-99.4,america,2024,1,1,
-1.1,-77.6,america,2025,1,2,
-34.7,-56.4,america,2023,1,1,
-28.0,-49.9,america,2025,2,2,
4.4,-75.0,america,2024,2,7,
43.3,-80.4,america,2024,1,2,
-33.8,-70.2,america,2023,1,1,
-22.3,-43.1,america,2025,1,1,
-33.2,-70.9,america,2023,1,6,
34.1,-118.6,america,2025,1,2,
44.5,-89.5,america,2025,1,2,
26.4,-80.2,america,2024,1,2,
-15.5,-55.6,america,2023,2,7,
-15.5,-48.0,america,2023,2,19,
-15.7,-47.9,america,2023,4,14,
30.0,-84.4,america,2025,1,2,
16.8,-93.3,america,2024,3,4,
-13.6,-62.1,america,2024,2,2,
9.7,-84.7,america,2025,1,1,
39.3,-76.6,america,2024,1,1,
-21.3,-61.7,america,2025,1,8,
45.8,-87.0,america,2025,1,1,
29.6,-95.7,america,2024,1,2,
4.9,-74.0,america,2024,1,1,
63.0,-146.4,america,2023,3,3,
44.0,-123.3,america,2023,1,1,
25.7,-99.4,america,2024,1,1,
45.6,-87.0,america,2023,1,1,
41.6,-83.3,america,2023,1,1,
45.0,-111.7,america,2025,1,1,
61.1,-149.7,america,2023,1,1,
36.1,-78.5,america,2024,1,2,
3.0,-75.7,america,2023,1,1,
35.9,-79.1,america,2023,4,2,
46.5,-72.1,america,2025,15,1,1.0
-27.8,-55.5,america,2024,2,1,
42.1,-91.8,america,2023,1,1,
-14.2,-39.1,america,2023,2,3,
-2.2,-49.5,america,2024,1,1,
38.3,-91.7,america,2025,5,5,
18.0,-71.2,america,2024,1,1,
-27.3,-55.6,america,2023,1,1,
68.6,-149.4,america,2023,1,1,
-27.4,-55.7,america,2024,2,1,
32.5,-116.8,america,2023,1,1,
0.3,-51.0,america,2023,1,3,
-20.2,-50.5,america,2025,1,1,
-27.5,-54.3,america,2023,1,8,
0.5,-79.2,america,2025,1,3,
-7.3,-48.2,america,2024,4,5,
-7.3,-48.2,america,2023,1,1,
33.3,-114.1,america,2023,2,2,
64.4,-165.1,america,2023,1,1,
-22.8,-45.3,america,2023,3,5,
34.8,-119.5,america,2025,1,1,
19.5,-101.2,america,2024,2,6,
-16.4,-68.0,america,2023,2,2,
47.4,-120.6,america,2023,1,1,
-13.8,-66.1,america,2025,1,2,
15.5,-61.5,america,2025,4,4,
8.7,-83.1,america,2023,1,4,
40.5,-106.2,america,2023,1,1,
34.4,-117.2,america,2024,3,2,
26.5,-98.9,america,2025,1,2,
25.8,-97.2,america,2024,1,1,
-22.4,-68.3,america,2024,1,1,
32.5,-111.8,america,2023,2,1,
29.8,-90.1,america,2024,3,2,
33.0,-110.8,america,2024,2,3,
68.2,-149.5,america,2024,4,3,
29.5,-104.3,america,2023,1,1,
-31.5,-64.8,america,2023,6,4,
30.4,-99.8,america,2024,2,8,
40.6,-98.9,america,2024,1,4,
37.2,-87.1,america,2023,2,2,
-9.8,-76.2,america,2025,1,1,
-0.7,-77.8,america,2025,2,7,
-2.3,-78.2,america,2024,1,1,
3.5,-76.5,america,2024,1,1,
41.4,-111.8,america,2023,3,1,
15.7,-96.2,america,2025,3,2,
-6.0,-78.0,america,2023,5,4,
17.2,-96.8,america,2024,1,1,
3.6,-76.5,america,2023,1,1,
6.2,-75.6,america,2024,7,7,
22.1,-101.1,america,2023,3,2,
39.4,-119.8,america,2023,4,6,
26.1,-98.3,america,2025,1,1,
21.6,-106.6,america,2023,2,2,
4.7,-74.2,america,2024,2,2,
1.9,-56.1,america,2025,1,1,
46.3,-63.0,america,2023,1,2,
4.8,-73.9,america,2024,6,3,
43.2,-89.9,america,2024,1,3,
37.4,-122.2,america,2025,1,1,
-15.4,-39.5,america,2023,2,2,
-42.8,-74.2,america,2025,2,1,
-33.6,-71.7,america,2025,1,7,
28.9,-80.9,america,2023,3,8,
-51.6,-72.7,america,2024,5,4,
32.8,-117.3,america,2024,1,1,
33.3,-117.0,america,2025,2,4,
-13.8,-46.4,america,2023,1,9,
48.2,-79.1,america,2025,1,1,
-15.2,-69.0,america,2023,3,3,
3.5,-59.9,america,2023,1,1,
19.5,-99.1,america,2023,1,2,
39.8,-106.2,america,2024,3,3,
-34.0,-54.1,america,2024,1,1,
46.5,-121.1,america,2024,2,3,
-31.0,-62.7,america,2024,1,1,
5.4,-75.8,america,2023,1,1,
68.3,-149.4,america,2024,4,3,
11.1,-74.1,america,2024,2,2,
-22.9,-45.9,america,2023,2,1,
-56.0,-67.3,america,2024,2,2,
-28.6,-65.8,america,2023,1,3,
32.2,-110.8,america,2023,1,5,
29.8,-99.5,america,2023,3,1,
68.2,-149.4,america,2023,1,1,
48.5,-79.3,america,2025,1,2,
3.6,-53.1,america,2024,1,1,
39.1,-74.9,america,2024,3,5,
45.9,-74.6,america,2024,1,3,
47.1,-120.5,america,2024,1,1,
60.2,-151.2,america,2023,1,1,
31.8,-109.3,america,2024,1,1,
40.7,-106.3,america,2025,1,1,
-25.5,-54.6,america,2025,2,2,
34.2,-87.3,america,2025,1,2,
-33.1,-71.7,america,2023,2,2,
40.6,-104.4,america,2024,1,1,
35.1,-76.0,america,2025,1,1,
9.9,-83.2,america,2024,1,1,
46.0,-60.0,america,2023,3,2,
-19.8,-42.7,america,2024,3,3,
40.2,-75.6,america,2025,1,1,
60.5,-145.8,america,2023,1,1,
39.0,-76.8,america,2023,1,2,
42.0,-113.0,america,2023,1,2,
-18.8,-63.9,america,2025,1,1,
-4.0,-78.7,america,2024,2,2,
-13.3,-72.2,america,2025,1,1,
36.3,-115.9,america,2023,2,1,
-14.5,-64.9,america,2023,1,1,
39.1,-114.6,america,2023,3,2,
-10.3,-36.3,america,2024,1,1,
-24.2,-52.4,america,2025,2,1,
1.3,-76.5,america,2023,1,1,
29.1,-81.0,america,2023,1,2,
-0.6,-77.5,america,2023,3,3,
-19.0,-69.9,america,2023,1,2,
4.6,-52.3,america,2023,1,1,
65.2,-164.9,america,2025,5,9,
-27.8,-48.9,america,2025,1,1,
33.8,-118.1,america,2023,3,4,
5.5,-73.3,america,2025,1,1,
38.5,-77.4,america,2024,1,1,
5.9,-76.2,america,2024,1,1,
1.2,-78.1,america,2024,1,1,
30.2,-95.5,america,2024,1,1,
-33.3,-71.2,america,2025,1,2,
40.1,-105.1,america,2023,1,4,
-15.9,-47.9,america,2023,1,1,
-6.5,-76.4,america,2025,2,2,
-10.3,-65.4,america,2023,1,1,
-10.3,-66.4,america,2023,2,3,
30.0,-83.1,america,2023,1,4,
-23.8,-46.1,america,2025,1,1,
-53.0,-70.1,america,2023,3,1,
-11.8,-65.2,america,2023,2,3,
19.4,-105.1,america,2025,3,1,
19.1,-104.1,america,2024,3,6,
4.9,-52.3,america,2025,1,1,
3.8,-76.7,america,2023,1,1,
29.5,-99.1,america,2024,1,1,
-26.3,-58.2,america,2024,2,2,
43.0,-89.4,america,2023,1,2,
-1.8,-77.5,america,2025,1,1,
0.7,-78.2,america,2023,1,1,
4.6,-75.6,america,2025,1,2,
8.5,-81.2,america,2025,1,1,
13.9,-87.2,america,2023,1,2,
48.6,-72.5,america,2024,1,1,
40.8,-102.8,america,2024,2,4,
27.5,-80.4,america,2023,1,1,
44.3,-69.8,america,2024,1,4,
24.5,-81.8,america,2023,2,2,
40.6,-74.3,america,2023,2,2,
24.1,-110.4,america,2023,1,1,
46.2,-63.2,america,2024,1,2,
-1.5,-78.9,america,2024,3,2,
41.1,-73.3,america,2023,1,2,
-22.5,-44.6,america,2023,1,1,
37.7,-122.6,america,2023,1,3,
45.3,-93.2,america,2025,2,1,
39.0,-77.1,america,2023,4,6,
35.6,-97.7,america,2024,1,1,
43.2,-76.4,america,2024,1,1,
40.0,-88.7,america,2023,1,1,
17.5,-99.6,america,2023,1,1,
-3.8,-70.4,america,2025,1,1,
29.8,-83.3,america,2023,1,4,
42.0,-79.3,america,2024,2,4,
40.1,-105.2,america,2024,3,5,
48.2,-69.8,america,2023,1,2,
32.9,-108.3,america,2024,3,5,
-32.1,-70.6,america,2023,4,3,
-9.4,-64.5,america,2023,1,1,
29.5,-104.4,america,2025,1,2,
61.4,-149.6,america,2023,1,1,
30.4,-97.9,america,2023,1,1,
9.9,-84.4,america,2024,2,2,
45.9,-87.0,america,2023,2,7,
41.8,-72.9,america,2023,1,1,
-35.8,-71.2,america,2023,1,1,
39.1,-108.4,america,2024,2,1,
39.0,-76.9,america,2023,3,3,
64.1,-145.9,america,2023,2,2,
46.4,-62.2,america,2024,7,13,
10.2,-84.7,america,2023,1,1,
35.9,-78.5,america,2025,1,3,
18.0,-94.1,america,2023,2,2,
-28.7,-50.5,america,2023,2,2,
-17.7,-67.2,america,2025,1,1,
38.5,-78.7,america,2023,10,3,3.0
61.2,-149.9,america,2023,1,1,
17.6,-89.6,america,2025,1,1,
41.6,-83.8,america,2024,1,2,
48.1,-122.7,america,2023,1,1,
-24.1,-47.3,america,2023,2,2,
-0.7,-90.4,america,2025,1,1,
40.0,-75.5,america,2024,1,1,
-26.9,-53.7,america,2024,1,1,
-34.1,-71.3,america,2024,1,1,
-22.2,-45.0,america,2023,1,2,
-35.2,-70.5,america,2023,2,3,
18.3,-94.8,america,2023,1,1,
-19.5,-56.2,america,2024,1,1,
28.8,-81.2,america,2023,1,3,
14.4,-88.9,america,2023,1,1,
17.3,-89.7,america,2024,1,1,
48.3,-89.0,america,2024,1,1,
14.0,-87.1,america,2023,2,1,
-3.0,-79.1,america,2023,2,1,
-18.3,-69.4,america,2023,1,2,
5.9,-74.7,america,2024,1,1,
22.2,-81.3,america,2023,5,1,
-22.5,-46.9,america,2023,2,2,
-23.6,-46.8,america,2025,1,1,
-1.4,-90.5,america,2023,3,2,
32.0,-86.3,america,2023,1,1,
-0.3,-78.4,america,2024,1,1,
-34.9,-56.2,america,2024,3,7,
-22.5,-42.4,america,2024,2,2,
9.9,-69.3,america,2024,2,2,
6.3,-72.8,america,2025,2,3,
7.0,-73.1,america,2023,2,2,
9.5,-73.3,america,2025,3,2,
-10.9,-63.7,america,2023,1,1,
8.7,-71.8,america,2025,1,1,
41.8,-86.6,america,2024,1,2,
5.5,-75.0,america,2023,1,1,
32.7,-117.2,america,2023,1,5,
6.1,-75.5,america,2023,3,2,
27.8,-97.7,america,2023,2,4,
26.1,-99.5,america,2023,1,1,
32.5,-92.6,america,2025,1,5,
30.8,-94.2,america,2023,2,3,
0.3,-78.7,america,2024,1,1,
48.9,-125.6,america,2023,1,1,
30.4,-99.9,america,2024,2,7,
24.8,-99.4,america,2024,6,2,
39.0,-76.8,america,2024,1,2,
16.4,-86.2,america,2025,1,2,
25.9,-97.6,america,2023,1,1,
-12.1,-76.6,america,2024,1,1,
35.5,-97.7,america,2024,1,3,
11.0,-74.1,america,2023,1,2,
-21.3,-47.9,america,2025,1,2,
39.3,-74.5,america,2025,1,1,
35.8,-79.0,america,2024,3,1,
46.2,-87.4,america,2024,1,1,
46.4,-92.6,america,2025,1,1,
36.4,-94.2,america,2025,1,1,
48.5,-79.2,america,2023,1,1,
-9.8,-76.1,america,2024,2,2,
37.0,-91.2,america,2024,1,1,
5.1,-74.2,america,2024,1,2,
10.3,-84.9,america,2023,1,1,
1.0,-76.7,america,2025,7,1,
2.8,-60.7,america,2025,3,3,
53.6,-112.9,america,2024,1,1,
-13.7,-64.9,america,2024,1,1,
38.6,-80.6,america,2024,1,1,
16.3,-95.2,america,2024,1,4,
-32.4,-52.5,america,2025,1,5,
20.4,-87.0,america,2023,1,1,
46.4,-62.0,america,2024,1,1,
-5.9,-35.2,america,2025,1,1,
11.3,-69.7,america,2024,1,1,
-16.8,-39.2,america,2023,1,3,
17.7,-64.9,america,2023,1,1,
46.2,-87.1,america,2024,1,2,
3.5,-76.7,america,2024,1,1,
-23.4,-64.0,america,2023,1,3,
4.7,-52.5,america,2023,3,2,
-25.0,-57.4,america,2023,1,2,
18.1,-93.3,america,2025,1,1,
-27.6,-55.7,america,2025,3,12,
42.0,-70.7,america,2023,1,1,
43.0,-89.5,america,2023,1,2,
45.8,-87.1,america,2023,1,4,
-4.1,-79.2,america,2024,1,2,
-24.2,-55.6,america,2025,1,1,
25.7,-100.4,america,2023,1,1,
27.4,-81.5,america,2023,1,1,
-31.3,-58.0,america,2025,2,1,
-53.2,-70.4,america,2023,1,1,
2.7,-60.6,america,2024,1,1,
40.5,-106.1,america,2024,1,2,
36.3,-111.9,america,2025,1,1,
-4.1,-79.0,america,2023,1,1,
-29.6,-53.9,america,2023,1,1,
-19.0,-46.8,america,2024,1,1,
36.1,-115.1,america,2024,1,2,
-11.7,-74.9,america,2025,5,3,
1.4,-76.4,america,2025,1,1,
-51.8,-72.6,america,2024,1,1,
33.8,-118.1,america,2025,1,1,
43.8,-78.9,america,2024,1,1,
38.8,-77.0,america,2024,1,1,
0.6,-78.3,america,2023,1,1,
47.5,-122.4,america,2023,1,4,
39.0,-77.1,america,2025,1,2,
40.7,-82.6,america,2023,1,3,
44.5,-84.4,america,2023,1,3,
30.6,-97.4,america,2024,1,2,
48.2,-81.0,america,2023,1,1,
46.0,-85.2,america,2025,1,2,
31.8,-109.2,america,2025,2,8,
-6.6,-79.5,america,2025,1,1,
-47.2,-72.6,america,2024,1,1,
46.7,-97.6,america,2023,1,1,
47.1,-92.8,america,2023,3,6,
10.8,-85.7,america,2024,1,1,
4.7,-75.8,america,2023,1,1,
-18.9,-70.2,america,2024,1,1,
-16.7,-72.8,america,2025,1,1,
-9.1,-54.5,america,2024,2,2,
25.9,-100.2,america,2023,2,6,
-18.2,-63.8,america,2024,1,1,
6.4,-75.6,america,2024,2,2,
5.1,-74.8,america,2023,1,1,
38.2,-119.3,america,2024,1,1,
39.7,-75.6,america,2024,1,1,
45.9,-86.8,america,2025,1,4,
3.8,-76.4,america,2023,1,1,
19.4,-102.1,america,2025,2,3,
1.3,-91.9,america,2023,1,2,
46.9,-120.6,america,2023,2,5,
33.1,-117.9,america,2024,1,1,
-51.1,-72.8,america,2023,1,2,
40.6,-74.1,america,2024,1,1,
39.0,-84.6,america,2024,1,5,
38.7,-77.3,america,2024,1,1,
45.0,-108.7,america,2025,3,7,
26.1,-98.0,america,2025,1,1,
-1.5,-48.6,america,2024,1,1,
4.8,-74.4,america,2023,1,1,
-22.4,-42.5,america,2023,1,1,
-31.3,-58.0,america,2024,2,1,
48.4,-64.2,america,2024,1,1,
-17.3,-66.4,america,2025,1,1,
-25.8,-54.3,america,2023,1,1,
15.3,-91.6,america,2023,1,1,
-9.1,-77.6,america,2025,1,1,
-1.4,-48.5,america,2025,1,1,
33.4,-118.5,america,2023,1,1,
-28.4,-48.9,america,2023,2,1,
25.3,-80.6,america,2023,2,3,
6.8,-72.9,america,2023,1,1,
40.4,-118.9,america,2023,1,1,
9.4,-83.6,america,2024,1,1,
15.7,-90.5,america,2024,2,1,
15.0,-86.8,america,2025,1,1,
20.6,-156.5,america,2023,1,1,
-27.6,-48.6,america,2024,1,1,
-9.9,-76.2,america,2025,4,1,
-2.5,-78.2,america,2024,2,8,
30.2,-92.0,america,2024,1,2,
-34.5,-57.8,america,2025,1,1,
40.1,-75.5,america,2023,1,2,
46.3,-87.5,america,2023,1,1,
47.2,-92.7,america,2023,1,3,
-0.7,-90.4,america,2023,1,1,
-0.9,-78.7,america,2025,1,2,
45.3,-121.8,america,2024,1,1,
46.3,-67.3,america,2023,1,4,
17.5,-96.6,america,2023,1,1,
25.3,-100.9,america,2024,2,2,
33.7,-106.9,america,2025,1,1,
41.8,-88.2,america,2025,1,1,
43.3,-121.1,america,2023,1,2,
-34.6,-58.4,america,2023,1,1,
40.3,-105.2,america,2023,1,1,
38.3,-119.5,america,2023,1,2,
32.8,-113.4,america,2024,1,1,
40.5,-105.0,america,2023,1,1,
46.4,-62.1,america,2023,1,2,
38.0,-119.3,america,2023,1,1,
41.7,-75.9,america,2024,1,3,
-31.1,-57.1,america,2023,4,4,
23.7,-110.2,america,2024,1,1,
31.8,-110.3,america,2025,1,1,
47.9,-122.2,america,2023,1,1,
-27.1,-55.0,america,2025,1,2,
46.4,-62.1,america,2024,2,4,
-5.2,-36.7,america,2025,1,1,
-31.4,-58.0,america,2023,2,1,
-33.4,-71.7,america,2024,1,2,
-31.7,-60.7,america,2023,1,5,
36.3,-115.8,america,2023,1,3,
-27.0,-49.1,america,2023,2,2,
14.8,-84.6,america,2024,2,2,
43.9,-121.5,america,2023,1,4,
10.3,-68.3,america,2023,3,4,
33.7,-118.4,america,2023,1,1,
35.2,-120.7,america,2024,1,1,
41.7,-110.7,america,2024,1,1,
-27.8,-48.6,america,2024,2,2,
37.6,-115.5,america,2023,1,1,
37.3,-108.8,america,2023,1,1,
44.8,-123.5,america,2024,2,3,
39.0,-122.9,america,2023,1,3,
44.3,-123.6,america,2023,2,2,
-20.4,-63.3,america,2025,1,1,
47.4,-110.6,america,2023,1,1,
-52.5,-70.6,america,2023,1,1,
48.1,-65.9,america,2024,1,1,
38.0,-122.3,america,2025,1,1,
47.1,-120.5,america,2023,1,1,
-16.6,-62.6,america,2025,1,4,
18.8,-101.7,america,2025,2,1,
-22.7,-45.5,america,2023,1,1,
42.0,-83.5,america,2025,6,1,
34.7,-118.3,america,2024,1,1,
51.0,-114.9,america,2024,6,1,
-15.6,-55.5,america,2024,2,2,
-23.0,-52.2,america,2023,1,1,
-32.2,-58.2,america,2023,1,1,
-6.3,-50.5,america,2023,1,1,
-53.3,-70.8,america,2023,1,1,
17.0,-89.5,america,2024,2,3,
38.7,-119.6,america,2024,1,1,
19.1,-88.4,america,2024,1,1,
38.5,-119.5,america,2024,1,1,
-11.9,-71.5,america,2025,1,2,
42.6,-118.6,america,2024,3,2,
42.9,-89.3,america,2024,1,1,
-34.0,-71.9,america,2025,2,1,
-41.5,-72.4,america,2023,2,1,
43.9,-121.2,america,2024,1,3,
44.9,-109.5,america,2025,1,1,
-20.3,-47.3,america,2025,2,1,
17.8,-77.0,america,2023,2,1,
-20.5,-69.7,america,2025,1,1,
4.4,-75.2,america,2023,3,2,
37.8,-122.5,america,2024,1,1,
34.9,-111.5,america,2024,1,3,
38.8,-107.0,america,2024,1,2,
34.9,-111.8,america,2024,1,1,
37.8,-122.5,america,2023,2,3,
17.8,-77.0,america,2025,1,1,
25.4,-80.8,america,2023,1,1,
26.4,-80.2,america,2025,3,1,
